Total Visits,Population,MedianIncome,MedianAge,Family,Nonfamily,Householdsize0,Householdsize2,Pop Age 15+: Married,Pop Age 15+: Nevermarried,Pop Age 15+: Divorced,Pop Age 25+: Bachelor's Degree,Pop Age 25 Grad Professional,Adult,Blackpop,Whitepop,Hispanicpop,Mobility,PopulationGrowthRate,Personal Crime Index (AGS),Motor Vehicle Theft Aggregate (AGS),AREA,POP_C,Population_Density,Female_density,GDP,Is_Florida,Is_Tennessee,Is_Alabama,TJ.Maxx,Marshalls,HomeGoods,Total_competing_store_count_3m,Total_competing_store_visits_3m,Lowe's_3m,The Home Depot_3m,Walmart_3m,Burlington_3m,Kohl's_3m,Ross Dress for Less_3m,Lowe's_visits_3m,The Home Depot_visits_3m,Walmart_visits_3m,Burlington_visits_3m,Kohl's_visits_3m,Ross Dress for Less_visits_3m,Total_competing_store_count1,Total_competing_store_visits1,Lowe's_1m,The Home Depot_1m,Burlington_1m,Kohl's_1m,Ross Dress for Less_1m,Lowe's_visits_1m,The Home Depot_visits_1m,Burlington_visits_1m,Kohl's_visits_1m,Ross Dress for Less_visits_1m,Total_grocery_store_count,Total_grocery_store_visits,Aldi's_3m,Publix_3m,The Fresh Market_3m,Whole Foods Market_3m,Winn-Dixie_3m,Aldi's_visits_3m,Publix_visits_3m,The Fresh Market_visits_3m,Whole Foods Market_visits_3m,Winn-Dixie_visits_3m,num_star,tjmaxx_3m,Marshalls_3m,Homegoods_3m,tjmaxx_visits_3m,Marshalls_visits_3m,Homegoods_visits_3m
356655,7813,47054,27.2,1311,1947,443,1200,2269,3738,342,2010,445,6284,408,5110,4248,7630,1.75,218,2590521,3.0457271,10303,2565.23311,0.52438244,83705113,1,0,0,0,1,0,2,579188,0,0,1,0,0,1,0,0,228118,0,0,351070,2,579188,0,0,0,0,1,0,0,0,0,351070,3,2628402,0,2,0,0,1,0,2439100,0,0,189302,3,0,0,0,0,0,0
356560,2152,86458,49.9,601,240,360,201,1074,522,153,381,62,1840,256,1634,610,2152,1.91,109,28413,4.71467326,2487,456.4473255,0.573420074,25297584,1,0,0,0,1,0,2,850518,0,0,1,0,0,1,0,0,379602,0,0,470916,2,850518,0,0,0,0,1,0,0,0,0,470916,0,0,0,0,0,0,0,0,0,0,0,0,2,0,0,1,0,0,329864
350911,5376,75745,43.9,1293,1321,1131,675,2050,973,558,620,292,4208,20,5086,305,5350,-0.13,60,38655,1.08121788,4392,4972.170826,0.572730655,19267728,1,0,0,0,1,0,2,370815,0,0,1,0,0,1,0,0,133496,0,0,237319,1,237319,0,0,0,0,1,0,0,0,0,237319,9,6001252,1,5,0,0,0,195747,3959445,0,0,0,0,1,0,1,407702,0,315346
341760,4055,78333,35.5,906,721,380,443,1519,1076,692,429,214,3286,288,3235,264,3977,-0.12,101,292000,0.80014168,3661,5067.852483,0.513440197,60529067,1,0,0,0,1,0,4,2761942,1,0,1,1,0,1,763986,0,308052,1593551,0,96353,1,1593551,0,0,1,0,0,0,0,1593551,0,0,10,4674826,1,3,1,1,2,192515,2197481,224047,566379,497512,0,1,0,0,414246,0,0
339297,7046,42923,32.5,1436,1617,654,1069,2136,2805,736,1540,769,5608,1029,4234,3668,6915,1.61,221,2203812,4.41368984,9054,1596.396724,0.489213738,83705113,1,0,0,0,1,0,5,4664904,1,1,0,1,1,1,759998,728162,0,2370454,311930,494360,1,2370454,0,0,1,0,0,0,0,2370454,0,0,6,5224537,1,3,0,0,0,169842,2702782,0,0,0,0,0,0,1,0,0,242747
335509,4679,76497,35.2,1219,207,141,669,2160,1253,350,891,371,3631,428,3096,2422,4660,0.96,124,571380,1.10727407,4915,4225.692741,0.498183373,140522662,1,0,0,0,1,0,6,4611184,0,3,1,0,0,2,0,3570471,384789,0,0,655924,0,0,0,0,0,0,0,0,0,0,0,0,7,5561119,0,5,1,0,1,0,4375566,656538,0,529015,0,1,0,1,337427,0,111883
335028,3313,98113,52.9,956,585,617,258,1821,767,279,561,331,2927,218,2899,76,3302,6.01,66,239425,13.03584547,3958,254.1453876,0.477814669,24277041,1,0,0,0,1,0,3,3411744,1,1,0,1,0,0,632447,551331,0,2227966,0,0,3,3411744,1,1,1,0,0,632447,551331,2227966,0,0,3,1410148,1,1,0,0,1,230324,1009843,0,0,169981,2,0,0,0,0,0,0
332075,4216,81667,38.9,792,892,302,614,1406,1785,487,945,511,3417,1062,2893,387,4195,1.62,328,1591380,0.75527175,3979,5582.096775,0.404886148,75792930,1,0,0,0,1,0,2,1172547,0,1,0,0,0,1,0,844028,0,0,0,328519,2,1172547,0,1,0,0,1,0,844028,0,0,328519,7,3947750,0,3,1,1,0,0,1790768,236735,815893,0,1,1,0,1,302075,0,455531
331600,6114,206582,43.1,1656,792,424,993,3138,1057,425,1660,1182,4310,272,4910,958,6069,0.89,33,122766,1.10199857,5730,5548.101573,0.530421982,83550687,1,0,0,0,1,0,4,2634843,1,1,1,1,0,0,553783,525497,361344,1194219,0,0,2,915127,1,0,0,0,0,553783,0,0,0,0,8,5117551,0,4,1,0,1,0,3235880,471439,0,303621,0,1,0,0,433619,0,0
330807,3474,57877,37.8,782,362,214,310,1266,1002,331,321,115,2484,212,2703,1115,3428,0.62,150,382713,5.20929068,4461,666.8854194,0.473229706,83550687,1,0,0,0,1,0,3,3336225,1,0,0,1,0,1,861286,0,0,2165256,0,309683,3,3336225,1,0,1,0,1,861286,0,2165256,0,309683,4,3474648,1,2,0,0,1,272094,2552353,0,0,650201,1,0,0,0,0,0,0
323604,5977,143183,37.7,1547,0,75,665,2450,2532,289,714,916,4783,2434,1568,1352,5977,-0.37,31,552344,1.86027045,5884,3212.973683,0.621047348,95048259,1,0,0,0,1,0,6,6360936,0,1,0,2,0,3,0,1102235,0,3902949,0,1355752,2,1531248,0,1,0,0,1,0,1102235,0,0,429013,9,8013525,1,6,0,1,1,440788,5854776,0,1089807,628154,1,1,0,1,320118,0,343936
320817,8788,63246,32.7,2372,853,578,955,3903,2242,508,1675,653,6963,1468,4812,3452,8741,1.3,261,1679132,6.436435,8592,1365.352093,0.507624033,20452076,1,0,0,0,1,0,4,3123734,0,0,1,1,1,1,0,0,604898,1931158,328047,259631,4,3123734,0,0,1,1,1,0,0,1931158,328047,259631,6,3812969,1,3,0,0,1,251899,2735932,0,0,321790,1,0,0,0,0,0,0
315075,2700,60625,49.5,615,504,375,307,1129,750,283,363,170,2375,218,2334,662,2686,-0.12,124,218592,0.64655707,2388,4175.965472,0.54,45673601,1,0,0,0,1,0,5,4417650,1,1,1,1,0,1,639002,946355,319849,2151043,0,361401,4,2266607,1,1,0,0,1,639002,946355,0,0,361401,7,4328781,1,3,1,0,0,338981,2899054,314702,0,0,2,0,0,0,0,0,0
309341,7192,56528,39.9,1695,714,603,899,2687,2186,929,831,255,5722,1875,3928,3531,7095,-0.29,68,550420,1.21360483,7508,5926.146487,0.466073415,95048259,1,0,0,0,1,0,10,7948083,1,2,1,2,0,4,670550,1943623,373788,4014149,0,945973,2,928116,1,0,0,0,1,670550,0,0,0,257566,12,8495564,3,8,0,0,0,753445,7037433,0,0,0,0,1,0,1,417530,0,453034
305582,2827,77656,62.3,792,450,705,159,1412,216,542,262,91,2463,203,2573,57,2827,1.43,40,19128,0.55145415,2348,5126.446142,0.515387336,14048289,1,0,0,0,1,0,1,2710399,0,0,0,1,0,0,0,0,0,2710399,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,4419285,1,3,1,0,2,242535,3280245,228865,0,667640,1,0,0,1,0,0,207024
302981,4512,42516,33.4,1045,353,208,608,1424,1581,451,387,98,3347,1072,2851,2300,4425,-0.11,49,309672,0.52817705,4577,8542.590027,0.552526596,75792930,1,0,0,0,1,0,5,4578485,0,2,0,1,0,2,0,2497006,0,1357094,0,724385,0,0,0,0,0,0,0,0,0,0,0,0,7,5125238,1,4,0,0,0,293414,3494140,0,0,0,2,1,0,0,802937,0,0
287427,5180,76831,36.6,1184,1129,496,785,1579,1905,696,1157,488,4279,535,4122,1293,5165,0.26,89,594738,1.28691802,5141,4025.120419,0.517374517,20452076,1,0,0,0,1,0,7,4321412,2,1,0,1,1,2,1029573,901420,0,1333333,538299,518787,1,313202,0,0,0,0,1,0,0,0,0,313202,12,7244655,2,6,0,1,3,594364,4538518,0,646675,1465098,1,1,0,1,264589,0,318395
285714,6715,57264,28.6,1424,340,329,632,2535,1201,645,1060,298,4479,554,4031,4290,6539,1.25,147,584640,6.34573445,4515,1058.191144,0.520923306,9751770,1,0,0,0,1,0,3,3308095,0,1,0,1,0,1,0,878747,0,2069414,0,359934,2,1238681,0,1,0,0,1,0,878747,0,0,359934,3,1698317,1,2,0,0,0,167750,1530567,0,0,0,0,0,0,0,0,0,0
283748,5944,48375,46.9,1171,451,391,505,2254,1593,584,220,147,4788,4,4816,5638,5908,-0.18,93,1056737,0.6121379,5634,9710.230326,0.473755047,140522662,1,0,0,0,1,0,3,4357462,0,1,0,1,0,1,0,1485454,0,2487376,0,384632,2,2872008,0,0,1,0,1,0,0,2487376,0,384632,3,3122055,0,2,0,0,1,0,2638232,0,0,483823,0,0,0,0,0,0,0
279016,3366,83232,42.3,664,422,221,370,1307,808,594,447,186,2659,91,2654,885,3277,-0.44,137,529032,0.87602692,3205,3842.347676,0.565656566,45673601,1,0,0,0,1,0,2,3280966,0,1,0,1,0,0,0,857836,0,2423130,0,0,2,3280966,0,1,1,0,0,0,857836,2423130,0,0,9,5404362,2,3,0,0,2,351698,3108337,0,0,851018,2,1,0,1,528605,0,277716
277451,4899,73670,29.7,1040,1257,331,938,1403,1816,548,437,224,3770,1357,3068,221,4778,-0.46,202,619110,2.62444716,4741,1866.678848,0.5074505,14144123,1,0,0,0,1,0,6,4682413,1,1,1,1,0,2,769381,648457,282514,2489050,0,493011,2,920753,1,0,0,0,1,769381,0,0,0,151372,4,2513353,0,1,1,0,2,0,1096208,675316,0,741829,2,1,0,0,817421,0,0
268583,1858,28378,36.7,507,180,181,93,576,508,161,53,52,1306,573,1161,221,1858,-0.15,383,667252,2.86021125,1571,649.6023677,0.504843918,60529067,1,0,0,0,1,0,3,4097712,1,1,0,1,0,0,771498,1014551,0,2311663,0,0,2,1786049,1,1,0,0,0,771498,1014551,0,0,0,6,4203646,1,2,0,0,3,229784,2665540,0,0,1308322,0,0,0,0,0,0,0
268041,6150,90347,46.2,1785,582,637,742,3008,1597,522,959,578,5148,391,4950,827,6136,1.3,56,133308,3.53569937,5538,1739.401277,0.464390244,12330615,1,0,0,0,1,0,3,3099905,1,0,0,1,0,1,967459,0,0,1953334,0,179112,3,3099905,1,0,1,0,1,967459,0,1953334,0,179112,3,3046910,0,3,0,0,0,0,3046910,0,0,0,0,0,0,0,0,0,0
266804,5146,47447,38.1,1332,1124,548,629,2036,1347,595,792,72,4050,825,3770,1985,5093,-0.31,58,304000,1.04635906,6052,4918.005871,0.542168675,95048259,1,0,0,0,1,0,11,10776584,1,1,1,4,1,3,538537,709787,516943,7567504,401211,1042602,2,2017195,0,0,1,0,1,0,0,1599853,0,417342,8,5739514,2,5,0,0,1,473818,4712550,0,0,553146,0,0,0,1,0,0,428685
264460,2622,52083,56.9,671,661,647,311,1170,664,342,284,239,2397,67,2269,171,2600,0.11,137,253849,0.52252926,2630,5017.900816,0.502669718,16551140,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,2775919,0,2,0,0,2,0,1384630,0,0,774950,0,0,0,0,0,0,0
242889,2384,45393,50.4,533,454,525,128,1060,557,293,127,49,2027,416,1801,838,2367,0.69,37,21825,0.84017138,2360,2837.516317,0.485738255,17555943,1,0,0,0,1,0,4,2730333,1,0,1,1,0,1,670522,0,185495,1614863,0,259453,4,2730333,1,0,1,0,1,670522,0,1614863,0,259453,3,1021676,1,1,1,0,0,172104,650136,199436,0,0,1,0,0,0,0,0,0
242170,5166,56902,35.2,941,650,420,374,1857,1557,653,716,202,4350,126,4423,2531,5149,3.21,89,769782,5.18594949,8909,996.1531654,0.463027487,9751770,1,0,0,0,1,0,4,6118718,0,0,0,2,0,2,0,0,0,5492977,0,625741,1,3259917,0,0,1,0,0,0,0,3259917,0,0,5,3156560,2,2,0,0,0,405926,1914416,0,0,0,1,2,0,0,716728,0,0
236513,2723,61250,33.4,442,643,276,224,724,1143,276,423,363,2131,216,2157,1234,2687,0.64,155,473000,2.73871541,2381,994.2617587,0.548659567,83705113,1,0,0,0,1,0,5,2316917,0,1,1,0,0,3,0,847452,548090,0,0,921375,2,854494,0,0,0,0,1,0,0,0,0,306404,7,4116349,0,4,1,0,1,0,2925894,318836,0,224582,3,1,0,0,280372,0,0
235265,7221,36269,30.8,1709,632,428,560,1832,2366,682,541,424,5016,5522,1106,798,7027,-0.31,224,867194,0.85253876,6070,8469.996132,0.592577205,83705113,1,0,0,0,1,0,5,4625441,1,1,1,1,0,1,723239,853821,353038,2369958,0,325385,3,1532244,0,1,0,0,1,0,853821,0,0,325385,5,3919358,0,3,0,0,1,0,2801803,0,0,386170,0,0,0,0,0,0,0
233046,2267,64872,31.8,418,194,153,194,541,1145,123,173,110,1588,1694,352,523,2267,0.53,220,509796,0.50161089,2454,4519.439361,0.546537274,140522662,1,0,0,0,1,0,5,5734073,0,1,1,2,0,1,0,1365814,527245,3478244,0,362770,2,890015,0,0,0,0,1,0,0,0,0,362770,4,1957607,1,0,0,0,2,185112,0,0,0,852334,0,0,0,0,0,0,0
223103,2669,30327,29.6,651,229,92,150,590,1103,345,88,15,1699,869,1281,1693,2591,-0.22,87,596400,0.23963718,2787,11137.67071,0.480704384,95048259,1,0,0,0,1,0,8,6408121,0,2,2,2,0,2,0,1496879,734364,3571079,0,605799,0,0,0,0,0,0,0,0,0,0,0,0,8,5202235,2,5,0,0,1,382889,4656419,0,0,162927,0,0,0,0,0,0,0
211309,6709,80667,36.4,1648,733,632,813,2888,1282,866,1096,259,5192,363,5292,1049,6641,0.18,57,260360,3.23466154,6527,2074.096445,0.503800865,4909445,1,0,0,0,1,0,3,2522122,1,0,0,1,0,1,541376,0,0,1636298,0,344448,1,344448,0,0,0,0,1,0,0,0,0,344448,3,1650562,1,2,0,0,0,219737,1430825,0,0,0,1,0,0,0,0,0,0
201749,5705,60203,38.3,1302,1038,623,745,1927,1582,753,866,378,4419,374,4212,402,5525,-0.39,117,675698,1.11990757,5211,5094.170406,0.461349693,45673601,1,0,0,0,1,0,4,1983671,0,1,0,0,1,2,0,954680,0,0,464864,564127,2,1297950,0,1,0,0,1,0,954680,0,0,343270,10,6321279,0,6,0,0,3,0,5017009,0,0,808450,1,1,0,1,339013,0,489856
188704,2275,34765,34,455,71,65,241,770,712,195,168,42,1596,971,1018,1243,2275,2.5,248,693885,0.2843192,2238,8001.570066,0.545494505,95048259,1,0,0,0,1,0,2,3040733,0,1,0,1,0,0,0,998739,0,2041994,0,0,1,2041994,0,0,1,0,0,0,0,2041994,0,0,7,3651430,1,2,1,1,2,220319,1705521,498725,475549,751316,0,0,0,0,0,0,0
175715,4248,73878,41.1,1207,226,133,671,1969,993,451,992,249,3493,55,3335,3659,4202,2.12,28,287832,0.47716083,4341,8902.65867,0.515536723,140522662,1,0,0,0,1,0,8,10477207,0,1,1,3,1,2,0,1507693,533624,7072484,356795,1006611,1,1507693,0,1,0,0,0,0,1507693,0,0,0,9,7577121,1,6,1,0,0,464096,5899423,311004,0,0,0,2,0,0,953877,0,0
150855,4131,87819,39.2,1041,618,446,537,1694,853,343,743,397,2989,149,3266,939,4022,3.34,35,163009,3.13306744,5423,1318.516144,0.574921327,20452076,1,0,0,0,1,0,3,1864079,1,1,0,0,0,1,727013,883754,0,0,0,253312,0,0,0,0,0,0,0,0,0,0,0,0,8,5918192,1,4,0,0,1,368275,3764285,0,0,490480,1,1,0,0,407213,0,0
127309,2290,67898,50,611,331,315,286,1090,436,312,310,207,1883,2,2213,105,2264,0,48,7182,0.78497507,2383,2917.290099,0.504366812,19267728,1,0,0,0,1,0,4,3763543,1,1,1,1,0,0,779499,659925,275897,2048222,0,0,2,1055396,1,0,0,0,0,779499,0,0,0,0,5,2767181,0,3,0,0,2,0,2248942,0,0,518239,1,1,0,0,659108,0,0
114594,3621,61809,58.8,867,844,886,290,1329,748,627,291,148,3238,23,3393,307,3600,-0.36,25,52546,0.87614905,4071,4132.858445,0.515051091,45673601,1,0,0,0,1,0,4,3781414,1,1,0,1,0,1,724065,945089,0,1878449,0,233811,2,1669154,1,1,0,0,0,724065,945089,0,0,0,12,7153163,1,7,0,0,2,233930,5041304,0,0,709292,2,1,0,0,333314,0,0
403453,5247,113409,43.7,1612,773,442,711,2808,1243,492,1418,891,4411,643,3800,275,5236,0.12,106,1180252,3.22514875,5378,1626.901705,0.488660187,10500006,0,0,1,0,0,1,4,3466806,1,1,0,1,1,0,700862,647231,0,1813964,304749,0,4,3466806,1,1,1,1,0,700862,647231,1813964,304749,0,6,2129554,1,2,1,0,1,169309,1257011,188122,0,323736,0,1,0,0,422139,0,0
396697,2988,93792,45.8,918,390,364,457,1664,432,286,942,390,2466,125,2423,13,2970,-0.18,21,97556,1.63951615,3341,1822.488909,0.535475234,39199550,0,0,1,0,0,1,5,3969400,1,1,1,1,0,1,553923,988054,196630,1917726,0,313067,1,196630,0,0,0,0,0,0,0,0,0,0,3,2097906,0,1,0,0,0,0,758783,0,0,0,0,1,0,0,676723,0,0
393842,3199,64720,30.4,489,981,429,393,733,1749,249,339,414,2784,1297,1720,176,3166,0.01,122,309235,0.71846241,2833,4452.564192,0.4595186,10098832,0,0,1,0,0,1,4,4728289,1,1,0,1,0,1,805532,936829,0,2602518,0,383410,2,1320239,0,1,0,0,1,0,936829,0,0,383410,7,3011348,1,1,1,0,1,461164,796937,332089,0,394169,0,1,0,0,585935,0,0
368202,3612,68214,40.2,968,563,447,349,1515,849,377,556,296,2882,914,2555,121,3567,-0.07,143,336332,1.6740622,3566,2157.625923,0.542912514,4788927,0,0,1,0,0,1,7,5908729,2,1,1,1,1,1,1819663,569065,288849,2502895,292021,436236,0,0,0,0,0,0,0,0,0,0,0,0,6,3539427,0,2,0,0,1,0,1843053,0,0,416448,0,1,0,0,710596,0,0
319823,4249,33348,26.7,987,419,371,289,788,1880,321,193,25,2911,3476,673,0,4236,-0.23,283,1007674,1.77178096,3778,2398.15197,0.494704636,18079418,0,0,1,0,0,1,5,4661648,1,1,1,1,0,1,950153,644780,205209,2517462,0,344044,1,344044,0,0,0,0,1,0,0,0,0,344044,6,3492704,0,1,1,1,0,0,1050115,670136,397870,0,1,1,1,0,365909,418587,0
266300,4979,92359,41,1309,881,796,584,2142,727,678,971,433,3779,792,3907,129,4950,-0.02,206,1133016,3.53958681,5172,1406.661361,0.515766218,39199550,0,0,1,0,0,1,5,4314975,1,1,0,1,1,1,657300,850140,0,2290733,271885,244917,0,0,0,0,0,0,0,0,0,0,0,0,2,762135,1,0,0,0,1,292778,0,0,0,469357,0,1,1,0,531727,330430,0
200023,4346,96233,29,921,1563,368,506,1728,1939,374,1327,694,3972,827,3163,234,4346,1.78,254,2642200,2.23481622,4502,1944.678923,0.348366314,23543852,0,0,1,0,0,1,2,2084168,0,0,0,1,0,1,0,0,0,1686508,0,397660,2,2084168,0,0,1,0,1,0,0,1686508,0,397660,5,3001645,1,1,0,0,0,139930,620564,0,0,0,0,0,0,0,0,0,0
579489,1776,178500,57.1,510,406,397,197,1010,221,78,540,430,1504,66,1657,40,1755,1.67,89,352620,4.95243099,2278,358.6117613,0.510135135,23543852,0,0,1,0,1,0,4,2986446,1,1,0,1,1,0,585475,548812,0,1607142,245017,0,1,245017,0,0,0,1,0,0,0,0,245017,0,4,2326814,0,1,1,0,0,0,834031,347958,0,0,1,1,0,0,520098,0,0
560818,8151,57136,37.6,1761,1613,970,1075,2264,2730,1150,939,552,6439,762,6882,655,7911,1.06,86,448168,9.62948966,7482,846.4623036,0.587535272,6985901,0,0,1,0,1,0,4,3588884,1,1,0,1,0,1,756522,566624,0,1953101,0,312637,4,3588884,1,1,1,0,1,756522,566624,1953101,0,312637,3,1310362,0,1,0,0,1,0,702358,0,0,388562,1,1,0,0,458653,0,0
459410,5051,112335,51,1296,1365,836,453,2462,1174,733,1261,813,4332,1295,3394,126,5051,-0.37,36,471317,4.11025915,6381,1228.876286,0.597703425,12182340,0,0,1,0,1,0,6,5265858,0,1,1,2,1,1,0,639060,257538,3628399,305495,435366,3,998399,0,0,0,1,1,0,0,0,305495,435366,5,4024568,0,2,0,1,1,0,1911771,0,462819,603234,2,0,0,0,0,0,0
418587,4116,48339,34.9,1033,929,468,381,1222,1248,668,422,146,3425,1797,2280,40,4100,0.13,265,986968,1.33063785,4562,3093.25336,0.518950437,18079418,0,0,1,0,1,0,5,4661648,1,1,1,1,0,1,950153,644780,205209,2517462,0,344044,4,4317604,1,1,1,0,0,950153,644780,2517462,0,0,7,4483588,0,2,1,1,1,0,2205601,670136,397870,504933,1,1,0,1,365909,0,319823
395458,5671,138822,44.1,1633,362,441,856,3055,797,430,1652,947,4196,363,4991,220,5440,-0.47,11,75889,3.43149305,7006,1652.633392,0.548580497,39199550,0,0,1,0,1,0,4,3525787,0,1,0,1,1,1,0,988054,0,1917726,306940,313067,1,306940,0,0,0,1,0,0,0,0,306940,0,3,1544290,1,1,0,0,0,308383,948895,0,0,0,1,0,0,0,0,0,0
330430,3513,66060,41,1019,480,182,450,1535,1031,367,530,218,2891,2213,1005,180,3513,-0.17,74,84105,3.78721085,4006,927.5955681,0.517506405,39199550,0,0,1,0,1,0,4,3657675,0,1,0,1,1,1,0,850140,0,2290733,271885,244917,3,2807535,0,0,1,1,1,0,0,2290733,271885,244917,4,2592219,1,2,0,0,1,292778,1830084,0,0,469357,0,1,0,1,531727,0,266300
266024,6071,92520,39.4,1691,866,438,777,2777,1250,638,1165,776,4595,1812,3690,156,6024,1.82,79,1082052,5.7484402,7139,1056.112578,0.535167188,23543852,0,0,1,0,1,0,5,3894249,1,1,0,1,1,1,838897,695121,0,1672309,398543,289379,4,2221940,1,1,0,1,1,838897,695121,0,398543,289379,7,3785707,1,3,0,0,0,157785,1725924,0,0,0,2,1,0,0,485713,0,0
757204,3412,39280,33.2,834,631,650,306,1256,667,528,146,22,2526,612,2641,326,3395,-0.48,117,249228,4.46300977,3670,764.5065048,0.510550996,2298418,0,0,1,1,0,0,5,4614005,1,1,0,1,1,1,906734,537133,0,2578964,295230,295944,4,4318061,1,1,1,1,0,906734,537133,2578964,295230,0,3,1832231,1,1,0,0,0,242998,908940,0,0,0,0,0,0,0,0,0,0
710596,2450,82188,41.5,667,373,399,235,1067,576,234,542,288,1887,349,1967,21,2417,0.54,164,242606,1.59189509,2562,1539.046144,0.499591837,4788927,0,0,1,1,0,0,7,5908729,2,1,1,1,1,1,1819663,569065,288849,2502895,292021,436236,2,857914,0,1,0,0,0,0,569065,0,0,0,6,3539427,0,2,0,0,1,0,1843053,0,0,416448,0,0,0,1,0,0,368202
676723,2988,93792,45.8,918,390,364,457,1664,432,286,942,390,2466,125,2423,13,2970,-0.18,21,97556,1.63951615,3341,1822.488909,0.535475234,39199550,0,0,1,1,0,0,5,3969400,1,1,1,1,0,1,553923,988054,196630,1917726,0,313067,1,196630,0,0,0,0,0,0,0,0,0,0,3,2097906,0,1,0,0,0,0,758783,0,0,0,0,0,0,1,0,0,396697
672003,2106,71711,46,373,597,377,198,598,702,422,285,263,1536,997,1037,200,2106,2.62,113,332151,3.5630194,2070,591.0717186,0.515669516,5570011,0,0,1,1,0,0,5,4330522,1,1,0,1,1,1,830233,983233,0,1930385,261396,325275,4,2400137,1,1,0,1,1,830233,983233,0,261396,325275,5,3264422,1,1,0,0,0,234191,803157,0,0,0,2,0,0,0,0,0,0
595703,2967,25764,28.8,722,472,358,349,878,1195,347,44,130,2438,1077,1686,285,2967,-0.22,360,725026,2.28576677,2346,1298.032695,0.524435457,2563314,0,0,1,1,0,0,3,3872807,1,0,0,1,0,1,1097125,0,0,2518193,0,257489,2,2775682,0,0,1,0,1,0,0,2518193,0,257489,1,275791,1,0,0,0,0,275791,0,0,0,0,0,0,0,0,0,0,0
585935,3199,64720,30.4,489,981,429,393,733,1749,249,339,414,2784,1297,1720,176,3166,0.01,122,309235,0.71846241,2833,4452.564192,0.4595186,10098832,0,0,1,1,0,0,4,4728289,1,1,0,1,0,1,805532,936829,0,2602518,0,383410,2,1320239,0,1,0,0,1,0,936829,0,0,383410,7,3011348,1,1,1,0,1,461164,796937,332089,0,394169,0,0,0,1,0,0,393842
550241,4864,71974,41.4,1338,532,376,602,2171,791,465,490,287,3432,80,4310,1022,4840,-0.12,41,610203,15.07415238,5137,322.6715425,0.542351974,3200499,0,0,1,1,0,0,1,280078,0,0,0,0,0,1,0,0,0,0,0,280078,1,280078,0,0,0,0,1,0,0,0,0,280078,1,137224,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0
548695,5166,61188,32.2,1327,578,327,417,1919,1439,581,669,335,3974,1629,2989,365,5141,0.62,110,885951,13.9726387,4157,369.7225779,0.56039489,1709154,0,0,1,1,0,0,6,6515961,1,1,0,2,1,1,791576,643596,0,4451862,273578,355349,4,2064099,1,1,0,1,1,791576,643596,0,273578,355349,2,1279878,1,1,0,0,0,240610,1039268,0,0,0,1,0,0,0,0,0,0
531727,4979,92359,41,1309,881,796,584,2142,727,678,971,433,3779,792,3907,129,4950,-0.02,206,1133016,3.53958681,5172,1406.661361,0.515766218,39199550,0,0,1,1,0,0,5,4314975,1,1,0,1,1,1,657300,850140,0,2290733,271885,244917,2,1507440,1,1,0,0,0,657300,850140,0,0,0,2,762135,1,0,0,0,1,292778,0,0,0,469357,2,0,1,1,0,330430,266300
531480,2088,79412,37.4,690,89,158,178,1061,467,110,184,174,1682,186,1714,190,2088,0.4,54,49790,12.16458324,1772,171.6458311,0.492816092,3982561,0,0,1,1,0,0,5,4448921,1,1,0,1,1,1,725617,557123,0,2564486,259798,341897,4,1884435,1,1,0,1,1,725617,557123,0,259798,341897,3,1761891,1,1,0,0,1,247985,1011559,0,0,502347,1,0,0,0,0,0,0
524758,2658,100271,48,807,250,248,318,1453,494,192,542,443,2164,171,2342,71,2658,0.15,104,189744,5.45809,2810,486.9835419,0.544394281,10500006,0,0,1,1,0,0,3,3153470,1,0,0,1,0,1,913288,0,0,1889111,0,351071,3,3153470,1,0,1,0,1,913288,0,1889111,0,351071,3,1868889,1,1,0,0,0,255259,889756,0,0,0,2,0,0,0,0,0,0
522109,4404,57308,44.8,1036,874,882,287,1690,934,762,505,146,3269,94,3909,324,4382,-0.37,159,466088,4.85648333,4751,906.8290161,0.500454133,2567437,0,0,1,1,0,0,3,3900444,1,0,0,1,0,1,1016884,0,0,2583065,0,300495,2,3599949,1,0,1,0,0,1016884,0,2583065,0,0,2,962513,1,1,0,0,0,196315,766198,0,0,0,1,0,0,0,0,0,0
520098,3896,107500,35,762,1262,576,384,1338,1085,395,1041,380,3064,478,3275,41,3868,0.49,246,1041601,1.5945391,4035,2443.33927,0.531314168,23543852,0,0,1,1,0,0,2,1852159,0,0,0,1,1,0,0,0,0,1607142,245017,0,0,0,0,0,0,0,0,0,0,0,0,0,6,3204561,1,2,1,1,0,142973,1391381,347958,697483,0,1,0,1,0,0,579489,0
510554,3372,46875,27.5,583,1398,506,515,766,1867,360,518,200,3006,2619,692,40,3372,-0.1,93,609000,1.35044572,5070,2496.953376,0.560794781,12182340,0,0,1,1,0,0,3,2750052,1,1,0,1,0,0,648951,665654,0,1435447,0,0,2,1314605,1,1,0,0,0,648951,665654,0,0,0,8,6087213,1,3,1,1,1,301500,3279361,393555,462819,603234,0,0,0,0,0,0,0
